,nets
0,265
1,39
2,183
3,75
4,275
5,297
6,163
7,238
8,61
9,157
10,168
11,257
12,97
13,30
14,210
15,169
16,71
17,129
18,206
19,296
20,50
21,121
22,62
23,22
24,5
25,289
26,143
27,70
28,89
29,34
30,59
31,103
32,234
33,21
34,300
35,177
36,65
37,228
38,295
39,155
40,207
41,123
42,69
43,217
44,1
45,137
46,172
47,299
48,85
49,4
50,221
51,107
52,3
53,180
54,192
55,264
56,7
57,278
58,251
59,102
60,197
61,53
62,272
63,19
64,90
65,81
66,204
67,243
68,196
69,6
70,31
71,230
72,57
73,179
74,94
75,133
76,222
77,209
78,156
79,98
80,242
81,244
82,208
83,252
84,142
