,nets
0,57
1,125
2,206
3,79
4,224
5,195
6,155
7,256
8,16
9,139
10,265
11,86
12,5
13,85
14,177
15,3
16,212
17,1
18,53
19,35
20,135
21,255
22,211
23,54
24,147
25,161
26,266
27,207
28,130
29,64
30,176
31,271
32,141
33,38
34,280
35,65
36,222
37,260
38,215
39,113
40,55
41,234
42,124
43,247
44,22
45,143
46,257
47,277
48,128
49,240
50,169
51,254
52,185
53,286
54,250
55,228
56,251
57,193
58,275
59,46
60,149
61,181
62,48
63,33
64,201
65,205
66,62
67,258
68,284
69,101
70,104
71,14
72,172
73,167
74,10
75,208
76,29
77,261
78,230
79,63
80,152
81,69
82,67
83,110
84,8
85,140
86,94
87,11
88,116
89,129
90,200
91,25
92,107
93,52
94,132
95,32
96,237
97,289
