,nets
0,246
1,208
2,55
3,196
4,35
5,245
6,50
7,289
8,126
9,220
10,60
11,21
12,184
13,54
14,44
15,231
16,149
17,74
18,51
19,237
20,249
21,82
22,294
23,121
24,211
25,57
26,189
27,116
28,280
29,282
30,153
31,202
32,62
33,13
34,278
35,293
36,42
37,241
38,281
39,117
40,253
41,113
42,238
43,65
44,298
45,6
46,31
47,275
48,222
49,103
50,252
51,58
52,262
53,146
54,254
55,258
56,95
57,177
58,244
59,212
60,270
61,213
62,2
63,46
64,290
65,37
66,135
67,23
68,299
69,260
70,94
71,104
72,158
73,284
74,230
75,132
76,118
77,85
78,295
79,171
