,nets
0,140
1,251
2,123
3,190
4,166
5,252
6,226
7,56
8,155
9,84
10,68
11,120
12,266
13,47
14,88
15,246
16,268
17,152
18,41
19,9
20,216
21,33
22,265
23,69
24,52
25,18
26,31
27,130
28,248
29,51
30,274
31,239
32,121
33,176
34,189
35,37
36,77
37,6
38,169
39,221
40,153
41,57
42,272
43,100
44,49
45,12
46,89
47,13
48,163
49,185
50,232
51,46
52,14
53,300
54,65
55,288
56,115
57,236
58,151
59,25
60,125
61,180
62,287
63,146
64,2
65,209
66,207
67,212
68,186
69,276
70,98
71,215
72,259
73,247
74,118
75,291
76,87
77,113
78,204
79,198
80,160
81,26
82,107
