,nets
0,64
1,65
2,17
3,98
4,26
5,41
6,208
7,55
8,256
9,92
10,67
11,209
12,99
13,73
14,244
15,226
16,220
17,148
18,100
19,266
20,53
21,187
22,185
23,151
24,281
25,165
26,153
27,20
28,28
29,129
30,273
31,80
32,132
33,234
34,180
35,167
36,160
37,42
38,272
39,181
40,38
41,107
42,152
43,32
44,295
45,221
46,106
47,285
48,294
49,137
50,84
51,36
52,141
53,248
54,260
55,213
56,134
57,24
58,206
59,76
60,227
61,128
62,149
63,278
64,49
65,179
66,16
67,289
68,197
69,102
70,191
71,40
72,48
73,252
74,21
75,2
76,168
77,286
78,254
79,300
80,18
81,68
82,121
83,171
84,33
85,175
86,54
