,nets
0,121
1,209
2,132
3,13
4,131
5,225
6,254
7,64
8,81
9,159
10,224
11,102
12,208
13,154
14,153
15,58
16,256
17,280
18,261
19,294
20,279
21,125
22,268
23,300
24,138
25,45
26,165
27,198
28,128
29,78
30,148
31,16
32,60
33,283
34,275
35,190
36,242
37,196
38,249
39,106
40,14
41,247
42,277
43,54
44,227
45,187
46,65
47,278
48,89
49,151
50,42
51,30
52,67
53,296
54,266
55,7
56,105
57,49
58,214
59,171
60,82
61,223
62,140
63,258
64,205
65,173
66,157
67,66
68,252
69,1
70,44
71,100
72,15
73,183
74,47
75,168
76,232
77,292
78,297
79,77
80,22
81,178
82,213
83,40
84,176
85,299
86,9
87,12
88,182
89,244
90,88
