,nets
0,145
1,236
2,88
3,113
4,114
5,277
6,98
7,143
8,116
9,100
10,212
11,196
12,30
13,271
14,83
15,17
16,294
17,281
18,102
19,284
20,41
21,231
22,282
23,27
24,222
25,219
26,21
27,187
28,135
29,15
30,243
31,126
32,179
33,273
34,160
35,57
36,152
37,255
38,165
39,78
40,120
41,31
42,90
43,59
44,81
45,261
46,242
47,262
48,241
49,58
50,252
51,204
52,71
53,50
54,131
55,110
56,44
57,230
58,80
59,254
60,63
61,184
62,23
63,221
64,170
65,142
66,37
67,278
68,164
69,79
70,52
71,137
72,128
73,144
74,286
75,22
76,265
77,291
78,280
79,12
80,91
81,134
82,67
83,115
84,8
85,4
86,260
87,185
88,45
