,nets
0,93
1,282
2,68
3,7
4,2
5,211
6,87
7,285
8,227
9,118
10,249
11,162
12,27
13,222
14,35
15,10
16,171
17,146
18,290
19,11
20,80
21,143
22,293
23,132
24,129
25,193
26,183
27,185
28,203
29,283
30,75
31,48
32,79
33,73
34,178
35,242
36,126
37,256
38,179
39,192
40,226
41,181
42,86
43,104
44,8
45,96
46,140
47,244
48,57
49,83
50,102
51,213
52,49
53,43
54,98
55,210
56,66
57,4
58,37
59,271
60,123
61,280
62,137
63,41
64,265
65,145
66,106
67,216
68,17
69,274
70,56
71,138
72,254
73,9
74,263
75,33
76,30
77,34
78,67
79,32
80,54
81,72
82,278
83,160
84,194
85,158
86,191
87,152
