,nets
0,97
1,258
2,283
3,285
4,218
5,61
6,297
7,179
8,63
9,224
10,33
11,2
12,116
13,125
14,132
15,54
16,197
17,26
18,46
19,220
20,13
21,157
22,202
23,212
24,56
25,269
26,76
27,177
28,105
29,263
30,28
31,93
32,231
33,163
34,174
35,271
36,299
37,222
38,10
39,127
40,261
41,59
42,32
43,246
44,257
45,31
46,147
47,178
48,281
49,235
50,74
51,134
52,6
53,206
54,264
55,53
56,225
57,92
58,234
59,241
60,109
61,124
62,278
63,122
64,29
65,294
66,288
67,213
68,290
69,9
70,187
71,137
72,38
73,121
74,242
75,221
76,65
77,208
78,115
79,23
80,113
81,268
82,211
83,85
84,195
85,120
86,104
87,89
88,237
89,60
90,71
91,106
92,173
93,91
94,245
