,nets
0,21
1,270
2,30
3,56
4,39
5,253
6,265
7,217
8,280
9,27
10,243
11,230
12,247
13,152
14,169
15,287
16,244
17,164
18,151
19,40
20,199
21,232
22,92
23,15
24,64
25,222
26,38
27,177
28,118
29,124
30,186
31,201
32,191
33,231
34,187
35,23
36,251
37,182
38,133
39,297
40,254
41,140
42,101
43,272
44,296
45,171
46,266
47,240
48,13
49,286
50,87
51,104
52,72
53,142
54,52
55,77
56,45
57,78
58,34
59,300
60,154
61,128
62,163
63,95
64,197
65,149
66,127
67,100
68,263
69,175
70,141
71,229
72,9
73,292
74,202
75,144
76,37
77,259
78,233
79,29
80,189
81,50
82,267
83,107
84,168
85,212
86,47
87,83
88,281
89,31
90,167
91,97
92,148
93,146
