,nets
0,137
1,84
2,163
3,221
4,153
5,291
6,24
7,285
8,210
9,272
10,76
11,115
12,12
13,238
14,203
15,100
16,126
17,57
18,181
19,49
20,206
21,235
22,92
23,223
24,255
25,109
26,136
27,62
28,26
29,214
30,32
31,229
32,21
33,95
34,149
35,239
36,176
37,187
38,226
39,266
40,160
41,279
42,96
43,125
44,53
45,141
46,110
47,68
48,259
49,80
50,286
51,134
52,131
53,25
54,220
55,86
56,70
57,31
58,15
59,48
60,177
61,200
62,5
63,71
64,254
65,1
66,7
67,93
68,209
69,188
70,44
71,102
72,262
73,165
74,252
75,83
76,66
77,52
78,105
79,67
80,45
81,60
82,240
83,148
84,101
85,130
86,78
87,155
88,224
89,253
90,271
91,91
92,280
93,113
94,247
95,164
