,Unnamed: 0,x,y,class,realclass
268,268,0.2256885899241391,0.2927614609219803,0,0
148,148,0.07182774189393948,0.24988995169588,1,1
156,156,0.4392908274577096,0.2630753614553992,1,1
44,44,0.0155030510401023,0.5726939300774938,0,0
8,8,0.22647529063859465,0.5162717339583857,1,0
270,270,0.8654848980805689,0.4846352817613585,1,1
208,208,0.06373439286187332,0.4494210417052549,0,0
184,184,0.2429046998826756,0.2048367147681536,1,1
204,204,0.7851512371499222,0.13356761115169302,1,1
122,122,0.3184887369199609,0.5511822065497508,0,0
110,110,0.8235890696917083,0.6804901962127701,0,0
294,294,0.030823635253108606,0.6680527193194903,0,0
30,30,0.028406023241866807,0.6606277463699036,0,0
52,52,0.2719278374246771,0.5468530845492777,0,0
38,38,0.621758183507342,0.07195307344258506,1,1
70,70,0.06203326777409135,0.6519463763828255,0,0
30,30,0.028406023241866807,0.6606277463699036,0,0
48,48,0.5359957138140486,0.5721989560344781,0,0
122,122,0.3184887369199609,0.5511822065497508,0,0
112,112,0.3713402651798032,0.2984263029725157,0,0
20,20,0.07008015635852494,0.5054617909872473,1,0
280,280,0.09154557778026284,0.6422408600019854,0,0
258,258,0.6572855417491338,0.2557780228878952,1,1
268,268,0.2256885899241391,0.2927614609219803,0,0
144,144,0.2959744170692191,0.9275908051604584,0,0
74,74,0.3989577537091717,0.9888704538749492,0,0
264,264,0.7233678217869768,0.8396916169681932,0,0
68,68,0.9129793664968484,0.8489043287952692,0,0
156,156,0.4392908274577096,0.2630753614553992,1,1
188,188,0.13001048954005956,0.5384903632462572,0,0
32,32,0.7062264858625882,0.12571439963003828,1,1
76,76,0.8978597303169521,0.9054730467657858,0,0
258,258,0.6572855417491338,0.2557780228878952,1,1
120,120,0.7737893602916518,0.7304841788882583,0,0
60,60,0.2555470463650257,0.7562156460506588,0,0
56,56,0.3622233338816463,0.2878603929945073,0,0
138,138,0.5769339100426898,0.5544275369476837,0,0
280,280,0.09154557778026284,0.6422408600019854,0,0
172,172,0.9191686886305998,0.6365897381171675,0,0
50,50,0.2624955090882962,0.8982239174247237,0,0
132,132,0.31845368366491755,0.7944985968188587,0,0
242,242,0.11267703292356612,0.3764038114686172,0,0
122,122,0.3184887369199609,0.5511822065497508,0,0
66,66,0.17907652768537485,0.8349566351954396,0,0
84,84,0.7926854223570428,0.5354812109224188,1,1
14,14,0.6308905941545847,0.9026286172291512,1,0
258,258,0.6572855417491338,0.2557780228878952,1,1
290,290,0.1810897985364458,0.3176113753951965,0,0
62,62,0.755152080700534,0.8752595423531521,0,0
204,204,0.7851512371499222,0.13356761115169302,1,1
290,290,0.1810897985364458,0.3176113753951965,0,0
236,236,0.7629463875627694,0.6688255572083407,0,0
198,198,0.2398086935337411,0.9252180921527372,0,0
172,172,0.9191686886305998,0.6365897381171675,0,0
178,178,0.6110360575087446,0.7498092035637739,0,0
206,206,0.1718836978822672,0.6492345863587997,0,0
282,282,0.43849403500074624,0.14203426006397502,1,1
104,104,0.8465615080072596,0.9059366223738295,0,0
128,128,0.7289548844129679,0.5148265315100035,1,1
116,116,0.9635873290356904,0.25318694282332,1,1
68,68,0.9129793664968484,0.8489043287952692,0,0
32,32,0.7062264858625882,0.12571439963003828,1,1
38,38,0.621758183507342,0.07195307344258506,1,1
126,126,0.2266001240055151,0.6060698069401663,0,0
286,286,0.6935673532827562,0.2615651970011589,1,1
228,228,0.640158398178649,0.07378715420281677,1,1
188,188,0.13001048954005956,0.5384903632462572,0,0
60,60,0.2555470463650257,0.7562156460506588,0,0
0,0,0.020960225406117416,0.02355250426960653,0,1
154,154,0.17581464706318572,0.08413470182410633,1,1
60,60,0.2555470463650257,0.7562156460506588,0,0
280,280,0.09154557778026284,0.6422408600019854,0,0
162,162,0.6030272800276109,0.5615510909871484,0,0
144,144,0.2959744170692191,0.9275908051604584,0,0
166,166,0.2810706564264851,0.987309807976851,0,0
194,194,0.3948054424265498,0.02261144050937558,1,1
164,164,0.2485798307445116,0.2787743567112133,0,0
182,182,0.9777708116902456,0.5524661093932397,1,1
162,162,0.6030272800276109,0.5615510909871484,0,0
2,2,0.44791979980060215,0.5215678131773184,1,0
60,60,0.2555470463650257,0.7562156460506588,0,0
222,222,0.8512774309357568,0.6890743263961122,0,0
298,298,0.11995263135765323,0.14032054577175146,1,1
96,96,0.6300640766411579,0.4648896829237554,1,1
172,172,0.9191686886305998,0.6365897381171675,0,0
296,296,0.3199764651263568,0.7594534405909926,0,0
8,8,0.22647529063859465,0.5162717339583857,1,0
196,196,0.19890666689344286,0.14938396479421245,1,1
282,282,0.43849403500074624,0.14203426006397502,1,1
204,204,0.7851512371499222,0.13356761115169302,1,1
82,82,0.2564800508545525,0.4692623687856474,0,0
98,98,0.7360628192277092,0.11298316278759425,1,1
4,4,0.9307729610869862,0.8900883067506515,1,0
108,108,0.6103767287124373,0.7430945490697728,0,0
98,98,0.7360628192277092,0.11298316278759425,1,1
132,132,0.31845368366491755,0.7944985968188587,0,0
122,122,0.3184887369199609,0.5511822065497508,0,0
4,4,0.9307729610869862,0.8900883067506515,1,0
288,288,0.7558073247125338,0.6961698939639795,0,0
160,160,0.4136126112071822,0.5003343677331088,0,0
270,270,0.8654848980805689,0.4846352817613585,1,1
84,84,0.7926854223570428,0.5354812109224188,1,1
112,112,0.3713402651798032,0.2984263029725157,0,0
40,40,0.9202086322506912,0.6067561966156858,0,0
82,82,0.2564800508545525,0.4692623687856474,0,0
256,256,0.3678658882905311,0.11234409283886526,1,1
6,6,0.14067106021701206,0.3644395027287455,1,0
270,270,0.8654848980805689,0.4846352817613585,1,1
144,144,0.2959744170692191,0.9275908051604584,0,0
76,76,0.8978597303169521,0.9054730467657858,0,0
128,128,0.7289548844129679,0.5148265315100035,1,1
198,198,0.2398086935337411,0.9252180921527372,0,0
54,54,0.5014738887016406,0.6857854504414365,0,0
240,240,0.6509303884609012,0.5365565146046877,1,1
280,280,0.09154557778026284,0.6422408600019854,0,0
56,56,0.3622233338816463,0.2878603929945073,0,0
110,110,0.8235890696917083,0.6804901962127701,0,0
242,242,0.11267703292356612,0.3764038114686172,0,0
34,34,0.7033197579781679,0.12611039444299788,1,1
42,42,0.26964017531849394,0.4819723226093278,0,0
36,36,0.4082342548346405,0.06524824771572624,1,1
276,276,0.13889777103967804,0.4000881118248893,0,0
244,244,0.7702579851524385,0.9830223698031773,0,0
122,122,0.3184887369199609,0.5511822065497508,0,0
284,284,0.7066532799987084,0.6181553632321857,0,0
268,268,0.2256885899241391,0.2927614609219803,0,0
260,260,0.5385745258637191,0.9475125287218712,0,0
232,232,0.07383187256388046,0.11182282737101068,1,1
258,258,0.6572855417491338,0.2557780228878952,1,1
248,248,0.6605199825386454,0.9958465332162224,0,0
68,68,0.9129793664968484,0.8489043287952692,0,0
252,252,0.14058184109494154,0.7596164740893725,0,0
274,274,0.6313791314666808,0.8145038598363712,0,0
6,6,0.14067106021701206,0.3644395027287455,1,0
210,210,0.2298139800395419,0.2523492549858403,0,0
6,6,0.14067106021701206,0.3644395027287455,1,0
254,254,0.8840192577172398,0.6587313130278549,0,0
68,68,0.9129793664968484,0.8489043287952692,0,0
292,292,0.237070637681058,0.31864132142340873,0,0
296,296,0.3199764651263568,0.7594534405909926,0,0
52,52,0.2719278374246771,0.5468530845492777,0,0
14,14,0.6308905941545847,0.9026286172291512,1,0
132,132,0.31845368366491755,0.7944985968188587,0,0
106,106,0.8075775971047588,0.13007250415760707,1,1
258,258,0.6572855417491338,0.2557780228878952,1,1
84,84,0.7926854223570428,0.5354812109224188,1,1
154,154,0.17581464706318572,0.08413470182410633,1,1
0,0,0.020960225406117416,0.02355250426960653,0,1
56,56,0.3622233338816463,0.2878603929945073,0,0
32,32,0.7062264858625882,0.12571439963003828,1,1
