,nets
0,223
1,122
2,175
3,180
4,299
5,285
6,201
7,168
8,280
9,206
10,259
11,23
12,193
13,21
14,236
15,240
16,255
17,65
18,12
19,120
20,235
21,126
22,277
23,263
24,130
25,233
26,225
27,148
28,137
29,83
30,267
31,224
32,195
33,188
34,152
35,47
36,296
37,20
38,145
39,250
40,281
41,179
42,27
43,71
44,213
45,160
46,198
47,147
48,282
49,80
50,53
51,295
52,107
53,89
54,269
55,172
56,42
57,262
58,24
59,230
60,287
61,174
62,79
63,127
64,241
65,176
66,141
67,252
68,149
69,265
70,116
71,75
72,207
73,217
74,8
75,260
76,121
77,244
78,264
79,251
80,232
81,164
82,273
83,135
84,266
85,19
86,31
87,67
88,90
89,289
