,nets
0,55
1,227
2,185
3,163
4,216
5,137
6,70
7,197
8,234
9,277
10,4
11,56
12,144
13,82
14,76
15,290
16,179
17,207
18,126
19,80
20,42
21,252
22,167
23,266
24,87
25,57
26,231
27,83
28,157
29,254
30,9
31,217
32,274
33,171
34,276
35,300
36,123
37,51
38,115
39,141
40,26
41,248
42,285
43,186
44,165
45,153
46,95
47,25
48,91
49,259
50,268
51,206
52,280
53,17
54,45
55,267
56,190
57,50
58,5
59,136
60,8
61,182
62,161
63,188
64,58
65,37
66,100
67,113
68,47
69,286
70,204
71,224
72,294
73,132
74,184
75,273
76,225
