,nets
0,290
1,30
2,68
3,183
4,10
5,199
6,271
7,127
8,182
9,117
10,71
11,133
12,56
13,277
14,200
15,153
16,48
17,146
18,280
19,67
20,278
21,232
22,229
23,1
24,135
25,45
26,111
27,176
28,212
29,90
30,193
31,177
32,82
33,142
34,38
35,216
36,103
37,50
38,6
39,249
40,112
41,17
42,161
43,269
44,149
45,33
46,88
47,40
48,239
49,262
50,58
51,64
52,294
53,32
54,211
55,281
56,87
57,110
58,218
59,254
60,147
61,180
62,221
63,144
64,29
65,60
66,292
67,7
68,86
69,4
70,231
71,94
72,107
73,299
74,3
75,121
76,284
77,137
78,119
79,293
80,15
81,179
82,134
83,213
84,298
85,138
86,92
87,85
88,288
89,210
90,47
