,nets
0,153
1,35
2,28
3,152
4,299
5,286
6,87
7,204
8,273
9,290
10,162
11,2
12,202
13,168
14,82
15,29
16,57
17,250
18,160
19,203
20,83
21,54
22,233
23,52
24,207
25,225
26,271
27,108
28,177
29,252
30,120
31,78
32,31
33,19
34,128
35,251
36,239
37,165
38,259
39,77
40,117
41,288
42,229
43,146
44,184
45,287
46,298
47,9
48,12
49,59
50,74
51,257
52,194
53,94
54,209
55,21
56,281
57,65
58,246
59,39
60,181
61,292
62,13
63,198
64,232
65,173
66,115
67,48
68,237
69,130
70,215
71,240
72,285
73,121
74,216
75,262
76,126
77,43
78,296
79,270
80,6
81,205
82,155
