,nets
0,197
1,276
2,129
3,266
4,88
5,83
6,5
7,177
8,90
9,18
10,113
11,98
12,145
13,20
14,27
15,248
16,136
17,253
18,106
19,229
20,206
21,183
22,250
23,300
24,291
25,35
26,166
27,231
28,296
29,201
30,160
31,168
32,114
33,141
34,110
35,75
36,8
37,84
38,131
39,224
40,178
41,260
42,269
43,232
44,157
45,258
46,245
47,154
48,117
49,56
50,173
51,119
52,217
53,58
54,70
55,45
56,139
57,19
58,72
59,285
60,179
61,161
62,198
63,149
64,124
65,49
66,34
67,208
68,193
69,21
70,148
71,172
72,133
73,46
74,167
75,101
