,nets
0,81
1,255
2,208
3,48
4,275
5,102
6,224
7,131
8,89
9,96
10,16
11,98
12,198
13,28
14,165
15,69
16,92
17,140
18,257
19,12
20,247
21,207
22,238
23,95
24,168
25,265
26,6
27,78
28,260
29,35
30,66
31,288
32,258
33,72
34,7
35,42
36,79
37,276
38,153
39,254
40,229
41,209
42,9
43,19
44,272
45,163
46,206
47,222
48,80
49,133
50,244
51,3
52,233
53,11
54,178
55,253
56,201
57,210
58,193
59,240
60,182
61,177
62,187
63,59
64,226
65,188
66,220
67,256
68,270
69,74
70,204
71,214
72,32
73,144
74,130
75,161
76,119
77,299
78,223
79,217
80,145
81,268
82,60
83,281
84,186
85,166
86,132
87,62
88,21
