,nets
0,149
1,266
2,282
3,17
4,50
5,202
6,291
7,71
8,189
9,263
10,228
11,29
12,23
13,290
14,36
15,59
16,124
17,223
18,272
19,219
20,151
21,28
22,265
23,261
24,233
25,37
26,170
27,38
28,225
29,191
30,274
31,252
32,112
33,21
34,211
35,209
36,4
37,53
38,86
39,51
40,58
41,278
42,147
43,137
44,46
45,200
46,237
47,231
48,269
49,75
50,31
51,268
52,156
53,14
54,96
55,13
56,176
57,183
58,69
59,61
60,182
61,77
62,201
63,224
64,67
65,27
66,16
67,33
68,192
69,54
70,79
71,55
72,99
73,250
74,287
75,117
76,300
77,264
78,15
79,215
80,66
81,187
82,210
83,125
84,162
85,82
86,48
87,148
88,173
89,293
90,289
91,292
92,121
93,146
94,164
95,56
96,247
97,157
