,nets
0,70
1,286
2,114
3,214
4,95
5,229
6,89
7,246
8,292
9,9
10,261
11,100
12,217
13,54
14,224
15,245
16,196
17,14
18,49
19,6
20,28
21,30
22,7
23,193
24,124
25,208
26,237
27,234
28,17
29,280
30,200
31,194
32,102
33,116
34,112
35,131
36,274
37,179
38,31
39,154
40,144
41,233
42,279
43,162
44,41
45,84
46,205
47,150
48,210
49,198
50,269
51,122
52,32
53,142
54,147
55,5
56,189
57,160
58,252
59,294
60,72
61,225
62,121
63,209
64,250
65,19
66,12
67,149
68,40
69,115
70,183
71,287
72,163
73,88
74,202
75,273
76,63
77,253
78,185
79,93
80,230
