,nets
0,132
1,102
2,287
3,143
4,79
5,99
6,86
7,260
8,145
9,186
10,147
11,291
12,193
13,68
14,257
15,36
16,262
17,184
18,218
19,71
20,90
21,109
22,248
23,280
24,185
25,155
26,52
27,265
28,37
29,298
30,162
31,55
32,282
33,14
34,42
35,5
36,166
37,40
38,136
39,192
40,229
41,26
42,87
43,230
44,197
45,51
46,133
47,144
48,209
49,232
50,277
51,263
52,172
53,253
54,224
55,135
56,271
57,261
58,128
59,82
60,152
61,104
62,117
63,142
64,45
65,67
66,221
67,91
68,33
69,292
70,27
71,93
72,43
73,31
74,100
75,65
76,50
77,54
78,273
79,113
80,258
81,21
82,101
83,116
84,241
85,180
86,225
87,176
