,nets
0,93
1,165
2,38
3,280
4,300
5,284
6,246
7,94
8,238
9,85
10,142
11,196
12,45
13,90
14,176
15,118
16,247
17,121
18,145
19,203
20,76
21,171
22,143
23,9
24,261
25,66
26,268
27,241
28,96
29,141
30,276
31,292
32,221
33,239
34,101
35,191
36,65
37,126
38,135
39,29
40,87
41,269
42,199
43,92
44,168
45,163
46,226
47,103
48,91
49,245
50,291
51,281
52,151
53,158
54,213
55,28
56,127
57,162
58,27
59,111
60,211
61,224
62,181
63,166
64,174
65,42
66,144
67,109
68,182
69,159
70,146
71,81
72,206
73,79
74,115
75,39
76,20
77,298
78,161
79,237
