,nets
0,157
1,169
2,86
3,89
4,238
5,239
6,289
7,26
8,274
9,205
10,215
11,257
12,194
13,250
14,117
15,139
16,82
17,285
18,141
19,71
20,123
21,254
22,295
23,226
24,228
25,66
26,210
27,235
28,202
29,15
30,180
31,23
32,299
33,65
34,51
35,70
36,212
37,280
38,271
39,288
40,175
41,35
42,276
43,67
44,155
45,232
46,4
47,234
48,270
49,146
50,174
51,263
52,90
53,40
54,230
55,132
56,151
57,170
58,227
59,14
60,199
61,182
62,5
63,144
64,242
65,32
66,211
67,126
68,177
69,153
70,104
71,152
72,81
73,121
74,185
75,246
76,247
77,273
78,184
79,16
80,137
81,233
82,120
83,278
84,100
85,296
