,nets
0,77
1,84
2,186
3,112
4,53
5,41
6,165
7,272
8,238
9,211
10,204
11,273
12,181
13,203
14,185
15,180
16,252
17,285
18,64
19,83
20,151
21,223
22,283
23,294
24,73
25,143
26,270
27,94
28,93
29,45
30,262
31,54
32,21
33,132
34,280
35,12
36,193
37,216
38,153
39,38
40,52
41,146
42,163
43,195
44,166
45,289
46,167
47,247
48,109
49,110
50,29
51,196
52,150
53,70
54,210
55,4
56,160
57,197
58,192
59,300
60,47
61,188
62,271
63,89
64,115
65,284
66,43
67,72
68,265
69,92
70,67
71,241
72,152
73,279
74,233
75,49
76,246
77,175
78,190
79,7
80,256
81,266
82,11
83,68
