,nets
0,29
1,201
2,61
3,170
4,194
5,127
6,118
7,280
8,278
9,179
10,65
11,49
12,299
13,39
14,69
15,265
16,17
17,282
18,84
19,202
20,8
21,267
22,296
23,12
24,74
25,108
26,42
27,164
28,82
29,238
30,165
31,81
32,264
33,25
34,137
35,103
36,64
37,67
38,213
39,115
40,286
41,273
42,116
43,70
44,237
45,176
46,109
47,294
48,85
49,193
50,219
51,75
52,173
53,113
54,198
55,80
56,208
57,133
58,191
59,158
60,10
61,199
62,159
63,33
64,270
65,125
66,160
67,14
68,231
69,251
70,211
71,163
72,87
73,63
74,7
75,54
76,216
77,204
78,44
79,246
80,244
81,78
82,4
83,83
84,150
85,290
86,221
87,144
88,292
89,27
90,146
91,167
92,200
93,55
94,248
