,nets
0,46
1,195
2,182
3,118
4,174
5,198
6,132
7,1
8,18
9,112
10,44
11,78
12,81
13,277
14,26
15,71
16,79
17,116
18,83
19,87
20,154
21,219
22,181
23,105
24,144
25,202
26,20
27,196
28,9
29,158
30,255
31,142
32,98
33,50
34,43
35,138
36,133
37,49
38,149
39,88
40,38
41,207
42,8
43,238
44,259
45,256
46,52
47,157
48,214
49,205
50,84
51,215
52,208
53,221
54,210
55,286
56,55
57,191
58,159
59,86
60,104
61,239
62,168
63,39
64,124
65,189
66,131
67,126
68,237
69,41
70,74
71,192
72,177
73,268
74,247
75,22
76,231
77,2
78,101
79,70
80,146
81,11
82,17
83,64
84,161
85,270
86,125
87,175
88,180
89,122
90,21
91,297
92,236
