,nets
0,299
1,201
2,124
3,170
4,167
5,76
6,146
7,296
8,276
9,123
10,125
11,294
12,270
13,87
14,230
15,222
16,79
17,175
18,150
19,117
20,221
21,45
22,113
23,130
24,190
25,187
26,263
27,14
28,186
29,295
30,227
31,281
32,2
33,30
34,246
35,151
36,1
37,8
38,49
39,166
40,215
41,176
42,69
43,182
44,205
45,21
46,195
47,202
48,48
49,156
50,265
51,67
52,28
53,277
54,53
55,36
56,51
57,220
58,297
59,192
60,148
61,260
62,287
63,238
64,273
65,122
66,161
67,103
68,210
69,179
70,155
71,119
72,91
73,298
74,274
75,171
76,71
77,280
78,256
79,20
80,7
81,198
82,283
83,234
84,181
85,6
86,173
87,110
88,132
89,164
90,242
91,43
92,243
93,245
94,267
95,257
96,278
