,nets
0,153
1,91
2,152
3,123
4,163
5,267
6,271
7,143
8,135
9,258
10,214
11,239
12,17
13,65
14,167
15,35
16,108
17,94
18,63
19,209
20,92
21,156
22,296
23,2
24,290
25,283
26,53
27,176
28,287
29,73
30,169
31,97
32,300
33,260
34,16
35,202
36,281
37,171
38,192
39,6
40,98
41,56
42,19
43,130
44,139
45,31
46,211
47,259
48,286
49,96
50,50
51,100
52,187
53,276
54,170
55,179
56,233
57,47
58,161
59,175
60,218
61,122
62,193
63,114
64,107
65,262
66,28
67,221
68,49
69,64
70,87
71,201
72,273
73,74
74,238
75,244
76,147
77,14
78,159
