,nets
0,60
1,203
2,4
3,288
4,24
5,237
6,255
7,84
8,190
9,22
10,141
11,69
12,173
13,188
14,36
15,47
16,54
17,153
18,269
19,12
20,53
21,125
22,218
23,42
24,82
25,128
26,122
27,195
28,240
29,226
30,144
31,155
32,147
33,79
34,105
35,246
36,224
37,118
38,123
39,185
40,83
41,37
42,187
43,265
44,81
45,148
46,8
47,239
48,30
49,56
50,267
51,220
52,111
53,182
54,149
55,72
56,136
57,126
58,222
59,284
60,108
61,184
62,3
63,295
64,121
65,297
66,278
67,248
68,177
69,75
70,90
71,279
72,74
73,68
74,228
75,245
76,202
77,251
78,159
79,88
80,26
81,298
82,164
83,161
84,256
85,67
86,219
