,nets
0,188
1,78
2,110
3,103
4,168
5,222
6,75
7,116
8,57
9,268
10,25
11,182
12,260
13,158
14,159
15,117
16,44
17,295
18,140
19,270
20,241
21,17
22,92
23,271
24,105
25,291
26,15
27,275
28,66
29,233
30,219
31,115
32,287
33,166
34,297
35,283
36,60
37,167
38,19
39,123
40,237
41,272
42,61
43,269
44,194
45,81
46,129
47,118
48,199
49,46
50,148
51,128
52,127
53,144
54,264
55,29
56,257
57,82
58,99
59,125
60,207
61,150
62,138
63,196
64,91
65,178
66,13
67,62
68,80
69,204
70,296
71,289
72,65
73,163
74,202
75,64
76,41
77,114
78,58
79,90
80,24
81,72
82,34
83,252
84,226
85,77
86,277
87,214
88,113
89,67
90,79
91,179
92,285
93,26
94,102
95,290
96,157
97,240
98,122
