,x,y,class,realclass
182,0.9777708116902457,0.5524661093932397,1,1
48,0.5359957138140486,0.5721989560344781,1,0
222,0.8512774309357568,0.6890743263961122,0,0
176,0.6332713570427713,0.5347361924176134,1,1
218,0.33929441393784054,0.6687492734961009,0,0
94,0.8473875895186477,0.031624637048904725,0,1
34,0.7033197579781679,0.12611039444299788,0,1
92,0.1588679040985248,0.20516984737099608,0,1
262,0.5988276605346023,0.49682426841070926,1,1
12,0.3873081336593579,0.49827767702492076,1,0
152,0.7874182101095152,0.5025401511465452,1,1
296,0.3199764651263568,0.7594534405909926,0,0
292,0.23707063768105796,0.31864132142340873,0,0
116,0.9635873290356904,0.25318694282332,0,1
288,0.7558073247125338,0.6961698939639795,0,0
158,0.7782015678254757,0.9926728257034352,0,0
42,0.26964017531849394,0.48197232260932776,1,0
288,0.7558073247125338,0.6961698939639795,0,0
64,0.9086961928615361,0.5872093167813265,0,1
20,0.07008015635852494,0.5054617909872473,1,0
192,0.01703860249432665,0.9777097042625071,0,0
8,0.22647529063859462,0.5162717339583857,1,0
258,0.6572855417491338,0.2557780228878952,1,1
14,0.6308905941545847,0.9026286172291513,1,0
166,0.2810706564264851,0.987309807976851,0,0
252,0.14058184109494154,0.7596164740893725,0,0
252,0.14058184109494154,0.7596164740893725,0,0
42,0.26964017531849394,0.48197232260932776,1,0
42,0.26964017531849394,0.48197232260932776,1,0
28,0.701273617233248,0.1676029604043313,0,1
110,0.8235890696917083,0.68049019621277,1,0
172,0.9191686886305998,0.6365897381171675,0,0
224,0.07895562714808257,0.8289246682400296,0,0
292,0.23707063768105796,0.31864132142340873,0,0
230,0.9754936679436769,0.7453056896908391,0,0
274,0.6313791314666808,0.8145038598363712,0,0
238,0.28161150799896095,0.2625894601038208,0,0
146,0.06254653022966916,0.22297495824807512,0,1
280,0.09154557778026284,0.6422408600019854,0,0
154,0.17581464706318572,0.08413470182410632,1,1
62,0.755152080700534,0.875259542353152,1,0
112,0.37134026517980323,0.2984263029725157,1,0
98,0.7360628192277092,0.11298316278759424,0,1
96,0.6300640766411579,0.46488968292375543,0,1
2,0.44791979980060215,0.5215678131773184,1,0
146,0.06254653022966916,0.22297495824807512,0,1
240,0.6509303884609012,0.5365565146046877,1,1
130,0.8088336208496899,0.45145732695778595,0,1
192,0.01703860249432665,0.9777097042625071,0,0
80,0.024044327167412116,0.2296423052922314,0,1
230,0.9754936679436769,0.7453056896908391,0,0
268,0.2256885899241391,0.2927614609219803,0,0
150,0.9918999557552667,0.6737247713105368,0,0
210,0.2298139800395419,0.25234925498584027,0,0
72,0.7054353557418328,0.5983599684900279,1,0
80,0.024044327167412116,0.2296423052922314,0,1
196,0.19890666689344283,0.14938396479421245,1,1
102,0.4713286408490993,0.7133965525191511,1,0
98,0.7360628192277092,0.11298316278759424,0,1
238,0.28161150799896095,0.2625894601038208,0,0
176,0.6332713570427713,0.5347361924176134,1,1
68,0.9129793664968484,0.8489043287952692,1,0
292,0.23707063768105796,0.31864132142340873,0,0
240,0.6509303884609012,0.5365565146046877,1,1
10,0.11287225032758108,0.189641167528792,0,1
202,0.1556031548632698,0.847576597936945,0,0
86,0.9757744817500839,0.49387382620889264,0,1
68,0.9129793664968484,0.8489043287952692,1,0
190,0.4629425414683851,0.5495302435608052,0,0
210,0.2298139800395419,0.25234925498584027,0,0
180,0.19762916874304204,0.859696158595778,0,0
262,0.5988276605346023,0.49682426841070926,1,1
200,0.3136361609077407,0.5317252284200907,0,0
170,0.29854772341410396,0.01615660480240355,1,1
294,0.030823635253108606,0.6680527193194903,0,0
274,0.6313791314666808,0.8145038598363712,0,0
100,0.8660139862794075,0.5676536256200548,0,1
202,0.1556031548632698,0.847576597936945,0,0
86,0.9757744817500839,0.49387382620889264,0,1
26,0.47339708164816596,0.9795498501702998,1,0
250,0.8191363703341931,0.4909568834770861,1,1
74,0.39895775370917164,0.9888704538749493,1,0
230,0.9754936679436769,0.7453056896908391,0,0
144,0.2959744170692191,0.9275908051604583,1,0
204,0.7851512371499222,0.13356761115169302,1,1
228,0.640158398178649,0.07378715420281678,1,1
54,0.5014738887016406,0.6857854504414365,1,0
56,0.3622233338816463,0.2878603929945073,1,0
38,0.621758183507342,0.07195307344258506,0,1
166,0.2810706564264851,0.987309807976851,0,0
196,0.19890666689344283,0.14938396479421245,1,1
188,0.13001048954005956,0.5384903632462572,0,0
90,0.7643476469335556,0.8361746564526613,1,0
74,0.39895775370917164,0.9888704538749493,1,0
80,0.024044327167412116,0.2296423052922314,0,1
296,0.3199764651263568,0.7594534405909926,0,0
98,0.7360628192277092,0.11298316278759424,0,1
56,0.3622233338816463,0.2878603929945073,1,0
102,0.4713286408490993,0.7133965525191511,1,0
4,0.9307729610869862,0.8900883067506515,1,0
122,0.31848873691996094,0.5511822065497508,1,0
174,0.9589815068811965,0.58917932786479,1,1
118,0.8001111554969652,0.08302699694414073,0,1
90,0.7643476469335556,0.8361746564526613,1,0
22,0.3320191775455632,0.1469813995279532,0,1
24,0.4376553290522922,0.5668496901488428,1,0
266,0.11848398730842924,0.12095054266249061,1,1
108,0.6103767287124373,0.7430945490697728,1,0
256,0.36786588829053113,0.11234409283886526,1,1
114,0.894007253715493,0.505110614000583,0,1
204,0.7851512371499222,0.13356761115169302,1,1
118,0.8001111554969652,0.08302699694414073,0,1
114,0.894007253715493,0.505110614000583,0,1
166,0.2810706564264851,0.987309807976851,0,0
42,0.26964017531849394,0.48197232260932776,1,0
190,0.4629425414683851,0.5495302435608052,0,0
76,0.8978597303169521,0.9054730467657858,1,0
280,0.09154557778026284,0.6422408600019854,0,0
180,0.19762916874304204,0.859696158595778,0,0
284,0.7066532799987084,0.6181553632321857,0,0
82,0.2564800508545525,0.4692623687856474,1,0
172,0.9191686886305998,0.6365897381171675,0,0
246,0.31933024953544475,0.781621448412346,0,0
100,0.8660139862794075,0.5676536256200548,0,1
118,0.8001111554969652,0.08302699694414073,0,1
50,0.2624955090882962,0.8982239174247237,1,0
242,0.11267703292356612,0.37640381146861723,0,0
276,0.13889777103967804,0.40008811182488924,0,0
40,0.9202086322506912,0.6067561966156858,1,0
150,0.9918999557552667,0.6737247713105368,0,0
256,0.36786588829053113,0.11234409283886526,1,1
232,0.07383187256388046,0.11182282737101068,1,1
240,0.6509303884609012,0.5365565146046877,1,1
206,0.1718836978822672,0.6492345863587997,0,0
92,0.1588679040985248,0.20516984737099608,0,1
42,0.26964017531849394,0.48197232260932776,1,0
14,0.6308905941545847,0.9026286172291513,1,0
196,0.19890666689344283,0.14938396479421245,1,1
278,0.9147193604352752,0.3594551008729968,1,1
220,0.77365337839776,0.11804261767900948,1,1
92,0.1588679040985248,0.20516984737099608,0,1
170,0.29854772341410396,0.01615660480240355,1,1
62,0.755152080700534,0.875259542353152,1,0
274,0.6313791314666808,0.8145038598363712,0,0
198,0.23980869353374112,0.9252180921527372,0,0
222,0.8512774309357568,0.6890743263961122,0,0
2,0.44791979980060215,0.5215678131773184,1,0
246,0.31933024953544475,0.781621448412346,0,0
296,0.3199764651263568,0.7594534405909926,0,0
136,0.01120348606530952,0.0215494766415375,0,1
