,nets
0,156
1,200
2,235
3,212
4,142
5,209
6,50
7,30
8,139
9,28
10,13
11,160
12,189
13,119
14,258
15,68
16,167
17,270
18,66
19,162
20,205
21,74
22,296
23,82
24,109
25,27
26,263
27,152
28,284
29,11
30,271
31,15
32,265
33,224
34,10
35,77
36,185
37,196
38,126
39,198
40,239
41,275
42,59
43,114
44,277
45,210
46,131
47,71
48,178
49,268
50,190
51,238
52,125
53,108
54,172
55,279
56,283
57,267
58,244
59,22
60,251
61,90
62,294
63,220
64,65
65,46
66,7
67,261
68,39
69,241
70,92
71,206
72,97
73,56
74,285
75,249
76,130
77,179
78,260
79,112
80,221
81,264
82,295
83,166
