,x,y,class,realclass
0,0.020960225406117416,0.023552504269606533,0,1
1,0.7670701646824878,0.3674473945504425,0,1
2,0.44791979980060215,0.5215678131773184,1,0
3,0.12054161556730447,0.7365103423989487,1,0
4,0.9307729610869862,0.8900883067506515,1,0
5,0.6495504104423961,0.023742973048881177,0,1
6,0.14067106021701203,0.3644395027287455,1,0
7,0.23159433754757908,0.9702901838273901,1,0
8,0.22647529063859462,0.5162717339583857,1,0
9,0.2600549453493213,0.15927346386277297,0,1
10,0.11287225032758108,0.189641167528792,0,1
11,0.6319048399664802,0.6610329817481742,1,0
12,0.3873081336593579,0.49827767702492076,1,0
13,0.3162456205956463,0.1703900822040617,0,1
14,0.6308905941545847,0.9026286172291513,1,0
15,0.2946510812889229,0.16170246103409103,0,1
16,0.9448645291386913,0.7336036291623412,1,0
17,0.15162571309720074,0.4233730949422736,1,0
18,0.07616900754057931,0.44263978685120675,1,0
19,0.703909606663962,0.8016167237980804,1,0
20,0.07008015635852494,0.5054617909872473,1,0
21,0.307038193499261,0.5224153222659708,1,0
22,0.3320191775455632,0.1469813995279532,0,1
23,0.30962268042896013,0.7440398120848477,1,0
24,0.4376553290522922,0.5668496901488428,1,0
25,0.7668440989734274,0.3979856742143062,0,1
26,0.47339708164816596,0.9795498501702998,1,0
27,0.006149265140437565,0.22631938961136355,0,1
28,0.701273617233248,0.1676029604043313,0,1
29,0.6293403609566396,0.9918165662201929,1,0
30,0.028406023241866807,0.6606277463699036,0,0
31,0.08526529667690874,0.8910816938782703,0,0
32,0.7062264858625882,0.12571439963003828,1,1
33,0.4565289675398223,0.34697098275280003,0,0
34,0.7033197579781679,0.12611039444299788,1,1
35,0.9312187582625605,0.24144779471075684,1,1
36,0.4082342548346405,0.06524824771572624,1,1
37,0.03839085006161691,0.5455058514796453,0,0
38,0.621758183507342,0.07195307344258506,1,1
39,0.36062922824524046,0.7013091176304286,0,0
40,0.9202086322506912,0.6067561966156858,0,0
41,0.9134265612602243,0.24733106376977432,1,1
42,0.26964017531849394,0.48197232260932776,0,0
43,0.3054581203784478,0.8102600797075081,0,0
44,0.0155030510401023,0.5726939300774938,0,0
45,0.5376477723638214,0.09397501387170981,1,1
46,0.6681552358686719,0.43216195989740336,1,1
47,0.45601423439861866,0.6091980501336348,0,0
48,0.5359957138140486,0.5721989560344781,0,0
49,0.9087360456606016,0.95630391181017,0,0
50,0.2624955090882962,0.8982239174247237,0,0
51,0.950372086149003,0.3158666593272098,1,1
52,0.2719278374246771,0.5468530845492777,0,0
53,0.18711707124157462,0.2247133101963279,1,1
54,0.5014738887016406,0.6857854504414365,0,0
55,0.35136616165530166,0.7699550700089774,0,0
56,0.3622233338816463,0.2878603929945073,0,0
57,0.30881080311444487,0.7046531876449889,0,0
58,0.9488936540796159,0.004626733445517783,1,1
59,0.649872393797882,0.9606502330507617,0,0
60,0.2555470463650257,0.7562156460506588,0,0
61,0.2643826984531653,0.09730468168528739,1,1
62,0.755152080700534,0.875259542353152,0,0
63,0.3392399215867161,0.7909200426574895,0,0
64,0.9086961928615361,0.5872093167813265,1,1
65,0.014973857465282236,0.39076909651567016,0,0
66,0.17907652768537485,0.8349566351954396,0,0
67,0.9568302778044463,0.2689063491456697,1,1
68,0.9129793664968484,0.8489043287952692,0,0
69,0.9126691765889752,0.6952123372016749,0,0
70,0.06203326777409135,0.6519463763828255,0,0
71,0.5189358703897521,0.8638345182820664,0,0
72,0.7054353557418328,0.5983599684900279,0,0
73,0.2096685004322052,0.15985909644487883,1,1
74,0.39895775370917164,0.9888704538749493,0,0
75,0.13177740280372785,0.5261913707823916,0,0
76,0.8978597303169521,0.9054730467657858,0,0
77,0.42001582788461134,0.4060595168227412,0,0
78,0.172100646942701,0.8806622346887072,0,0
79,0.294667210166093,0.09962167156837531,1,1
80,0.024044327167412116,0.2296423052922314,1,1
81,0.9447409261956706,0.14010564587590857,1,1
82,0.2564800508545525,0.4692623687856474,0,0
83,0.008049275102457232,0.048159397070757004,1,1
84,0.7926854223570428,0.5354812109224188,1,1
85,0.9797363826792579,0.48790448175842327,1,1
86,0.9757744817500839,0.49387382620889264,1,1
87,0.20977796531907855,0.8496634998417338,0,0
88,0.14566607255308062,0.2066440037135846,1,1
89,0.6320210670278423,0.14571364810620147,1,1
90,0.7643476469335556,0.8361746564526613,0,0
91,0.35127311836299036,0.9791658700053668,0,0
92,0.1588679040985248,0.20516984737099608,1,1
93,0.1934531114823227,0.14053451897798364,1,1
94,0.8473875895186477,0.031624637048904725,1,1
95,0.5313416166027215,0.5595040941963767,0,0
96,0.6300640766411579,0.46488968292375543,1,1
97,0.8041573648488303,0.30610467613011627,1,1
98,0.7360628192277092,0.11298316278759424,1,1
99,0.7567141477203562,0.14324296209550147,1,1
100,0.8660139862794075,0.5676536256200548,1,1
101,0.01919357921483711,0.8419969161815175,0,0
102,0.4713286408490993,0.7133965525191511,0,0
103,0.5978033079011612,0.4630374562326939,1,1
104,0.8465615080072596,0.9059366223738295,0,0
105,0.4716017757839669,0.3739106188269784,0,0
106,0.8075775971047588,0.13007250415760707,1,1
107,0.5071198658801461,0.43428110321696245,0,0
108,0.6103767287124373,0.7430945490697728,0,0
109,0.9086791781896003,0.49151316720282257,1,1
110,0.8235890696917083,0.68049019621277,0,0
111,0.25894522274067644,0.8718124136368799,0,0
112,0.37134026517980323,0.2984263029725157,0,0
113,0.7408045876603716,0.4539133018307796,1,1
114,0.894007253715493,0.505110614000583,1,1
115,0.2554497262428925,0.9612925246342557,0,0
116,0.9635873290356904,0.25318694282332,1,1
117,0.1046004251826973,0.6070886692933265,0,0
118,0.8001111554969652,0.08302699694414073,1,1
119,0.6658074059226458,0.9147732768574973,0,0
120,0.7737893602916518,0.7304841788882583,0,0
121,0.38672711427647766,0.6764522426437083,0,0
122,0.31848873691996094,0.5511822065497508,0,0
123,0.9891571586052511,0.40180045786159824,1,1
124,0.8490165086112005,0.5400984871261633,1,1
125,0.4330759617277856,0.9198442539478373,0,0
126,0.2266001240055151,0.6060698069401663,0,0
127,0.16608594458051362,0.8783178401477291,0,0
128,0.7289548844129679,0.5148265315100035,1,1
129,0.20881163742649111,0.682834710440318,0,0
