,nets
0,36
1,32
2,47
3,276
4,9
5,157
6,96
7,300
8,243
9,183
10,108
11,17
12,24
13,91
14,115
15,59
16,154
17,122
18,26
19,120
20,263
21,209
22,241
23,57
24,84
25,237
26,222
27,112
28,111
29,107
30,10
31,280
32,195
33,253
34,18
35,92
36,76
37,201
38,119
39,223
40,284
41,3
42,239
43,213
44,141
45,8
46,105
47,192
48,15
49,178
50,296
51,51
52,291
53,293
54,33
55,97
56,255
57,146
58,126
59,270
60,234
61,129
62,95
63,48
64,226
65,58
66,254
67,171
68,189
69,13
70,124
71,267
72,135
73,74
74,27
75,65
76,176
77,185
78,50
79,250
80,99
81,286
82,52
83,64
84,11
85,49
86,139
87,289
88,130
89,4
90,297
91,205
92,200
93,142
94,136
