,nets
0,201
1,238
2,276
3,84
4,204
5,269
6,94
7,221
8,103
9,6
10,68
11,261
12,18
13,295
14,216
15,268
16,184
17,5
18,260
19,145
20,292
21,115
22,259
23,1
24,128
25,98
26,11
27,182
28,167
29,137
30,79
31,158
32,203
33,14
34,296
35,173
36,136
37,256
38,185
39,237
40,171
41,208
42,139
43,86
44,148
45,244
46,162
47,73
48,183
49,35
50,21
51,124
52,191
53,227
54,116
55,110
56,83
57,169
58,240
59,159
60,95
61,264
62,119
63,15
64,251
65,193
66,112
67,272
68,113
69,229
70,54
71,298
72,212
73,223
74,166
75,217
76,31
77,210
78,157
79,33
80,53
81,188
82,57
83,228
84,132
85,90
86,177
87,294
88,163
89,154
90,45
91,253
92,234
