,nets
0,36
1,55
2,163
3,181
4,95
5,211
6,56
7,134
8,224
9,291
10,180
11,2
12,218
13,173
14,16
15,178
16,159
17,152
18,290
19,237
20,238
21,270
22,283
23,255
24,293
25,87
26,94
27,200
28,34
29,46
30,111
31,12
32,98
33,176
34,205
35,131
36,231
37,42
38,198
39,145
40,156
41,33
42,208
43,1
44,261
45,285
46,153
47,296
48,102
49,83
50,297
51,210
52,82
53,213
54,106
55,135
56,9
57,104
58,247
59,254
60,4
61,204
62,79
63,245
64,116
65,3
66,195
67,67
68,126
69,158
70,10
71,90
72,71
73,74
74,52
75,25
76,110
77,228
78,30
79,201
80,188
81,45
82,141
83,85
84,35
85,248
86,139
87,240
88,221
89,165
90,219
91,50
92,57
93,160
94,37
95,62
96,234
97,190
98,298
