,nets
0,132
1,126
2,246
3,16
4,31
5,179
6,181
7,35
8,142
9,158
10,244
11,198
12,19
13,144
14,167
15,237
16,122
17,113
18,70
19,49
20,23
21,218
22,130
23,94
24,261
25,9
26,52
27,60
28,71
29,57
30,182
31,169
32,231
33,299
34,275
35,80
36,255
37,61
38,25
39,188
40,29
41,212
42,63
43,133
44,180
45,6
46,124
47,266
48,73
49,123
50,83
51,295
52,110
53,161
54,118
55,252
56,112
57,155
58,271
59,64
60,135
61,125
62,99
63,54
64,120
65,259
66,62
67,86
68,272
69,13
70,96
71,91
72,260
73,12
74,42
75,103
76,240
77,53
78,228
79,92
80,279
