,nets
0,103
1,260
2,285
3,253
4,21
5,42
6,99
7,139
8,278
9,108
10,268
11,58
12,14
13,247
14,39
15,245
16,171
17,286
18,1
19,47
20,204
21,283
22,144
23,5
24,23
25,94
26,270
27,242
28,162
29,35
30,218
31,28
32,186
33,256
34,37
35,174
36,222
37,89
38,170
39,36
40,120
41,239
42,33
43,193
44,298
45,75
46,262
47,70
48,250
49,151
50,48
51,156
52,78
53,263
54,212
55,213
56,72
57,229
58,275
59,118
60,93
61,86
62,201
63,190
64,55
65,131
66,258
67,119
68,203
69,81
70,294
71,146
72,9
73,243
74,67
75,211
76,165
