,nets
0,101
1,177
2,126
3,252
4,22
5,181
6,80
7,247
8,24
9,259
10,35
11,16
12,124
13,134
14,192
15,241
16,145
17,254
18,271
19,245
20,289
21,184
22,109
23,264
24,235
25,41
26,198
27,60
28,56
29,21
30,34
31,163
32,107
33,158
34,188
35,84
36,142
37,76
38,160
39,1
40,121
41,174
42,26
43,258
44,190
45,217
46,253
47,148
48,276
49,73
50,164
51,6
52,72
53,157
54,103
55,180
56,273
57,260
58,152
59,292
60,261
61,146
62,290
63,256
64,167
65,85
66,102
67,5
68,51
69,133
70,135
71,147
72,233
73,137
74,156
75,113
76,191
77,33
78,9
