,nets
0,134
1,205
2,272
3,103
4,85
5,229
6,226
7,220
8,219
9,22
10,36
11,296
12,68
13,282
14,230
15,31
16,199
17,91
18,214
19,53
20,119
21,218
22,115
23,132
24,242
25,227
26,80
27,192
28,9
29,189
30,7
31,234
32,12
33,38
34,167
35,125
36,170
37,165
38,200
39,55
40,11
41,210
42,45
43,106
44,72
45,142
46,176
47,158
48,105
49,184
50,152
51,137
52,69
53,47
54,197
55,159
56,86
57,97
58,279
59,178
60,297
61,1
62,30
63,138
64,284
65,173
66,33
67,283
68,235
69,8
70,23
71,243
72,236
73,24
74,104
75,195
76,203
77,295
78,175
79,87
80,60
81,183
82,151
83,185
84,255
85,145
86,281
87,206
88,46
89,121
