,nets
0,88
1,192
2,116
3,74
4,66
5,228
6,56
7,93
8,73
9,240
10,27
11,159
12,168
13,69
14,136
15,231
16,49
17,98
18,147
19,71
20,204
21,263
22,253
23,193
24,109
25,57
26,46
27,171
28,50
29,141
30,3
31,35
32,4
33,129
34,184
35,220
36,286
37,265
38,92
39,112
40,161
41,154
42,246
43,181
44,261
45,139
46,169
47,298
48,260
49,68
50,53
51,222
52,166
53,230
54,90
55,291
56,118
57,191
58,259
59,185
60,60
61,124
62,202
63,211
64,19
65,7
66,48
67,275
68,276
69,295
70,239
71,142
72,25
73,11
74,106
75,43
76,148
77,24
78,87
79,36
80,243
81,135
82,104
83,221
84,264
85,273
86,249
87,33
