,nets
0,181
1,201
2,177
3,147
4,231
5,213
6,87
7,23
8,154
9,182
10,245
11,70
12,124
13,282
14,53
15,196
16,129
17,208
18,194
19,219
20,198
21,131
22,144
23,109
24,288
25,21
26,295
27,96
28,103
29,25
30,95
31,155
32,2
33,268
34,67
35,199
36,76
37,232
38,187
39,128
40,289
41,68
42,170
43,60
44,8
45,212
46,226
47,42
48,185
49,118
50,125
51,156
52,6
53,274
54,281
55,86
56,136
57,168
58,34
59,148
60,263
61,135
62,89
63,150
64,41
65,1
66,222
67,286
68,161
69,126
70,172
71,5
72,94
73,223
74,227
75,59
76,176
77,188
78,267
79,233
80,36
81,52
82,204
83,7
84,218
85,56
86,162
87,117
88,57
89,240
90,278
91,186
92,169
93,203
