,nets
0,296
1,40
2,169
3,259
4,283
5,86
6,89
7,70
8,253
9,204
10,287
11,31
12,168
13,1
14,263
15,174
16,74
17,25
18,223
19,108
20,13
21,116
22,189
23,278
24,212
25,36
26,63
27,230
28,164
29,297
30,71
31,233
32,123
33,149
34,215
35,182
36,98
37,4
38,58
39,246
40,201
41,67
42,11
43,210
44,38
45,292
46,229
47,157
48,181
49,167
50,282
51,3
52,208
53,111
54,284
55,110
56,163
57,176
58,251
59,222
60,85
61,206
62,118
63,205
64,93
65,126
66,184
67,102
68,225
69,35
70,203
71,18
72,16
73,119
74,252
75,154
76,77
77,186
78,103
79,138
80,166
81,286
82,178
83,243
84,247
85,44
86,291
