,nets
0,208
1,260
2,45
3,136
4,83
5,291
6,22
7,270
8,274
9,249
10,3
11,209
12,43
13,255
14,6
15,175
16,295
17,285
18,300
19,59
20,201
21,21
22,104
23,146
24,262
25,24
26,230
27,252
28,196
29,105
30,297
31,244
32,1
33,266
34,62
35,15
36,27
37,28
38,71
39,261
40,95
41,155
42,46
43,191
44,49
45,237
46,75
47,9
48,17
49,42
50,271
51,233
52,217
53,5
54,34
55,211
56,172
57,263
58,214
59,48
60,246
61,293
62,110
63,278
64,7
65,268
66,16
67,294
68,118
69,19
70,114
71,226
72,98
73,292
74,84
75,282
76,168
77,30
78,54
79,238
80,151
81,290
82,121
83,284
84,213
