,nets
0,27
1,13
2,175
3,94
4,245
5,137
6,204
7,187
8,97
9,145
10,38
11,49
12,99
13,165
14,255
15,281
16,258
17,244
18,76
19,149
20,105
21,143
22,124
23,203
24,271
25,275
26,36
27,234
28,199
29,167
30,10
31,89
32,55
33,283
34,219
35,195
36,182
37,35
38,159
39,140
40,150
41,78
42,103
43,141
44,237
45,82
46,250
47,6
48,95
49,24
50,157
51,300
52,44
53,194
54,110
55,168
56,16
57,29
58,293
59,239
60,166
61,259
62,174
63,86
64,296
65,264
66,111
67,59
68,104
69,58
70,253
71,200
72,8
73,108
74,56
75,84
76,162
77,285
78,90
79,129
80,217
81,152
82,41
83,132
84,215
85,1
86,112
87,214
88,276
89,206
90,261
91,254
