,nets
0,241
1,180
2,153
3,134
4,87
5,188
6,284
7,253
8,164
9,22
10,85
11,209
12,195
13,271
14,13
15,159
16,33
17,221
18,16
19,242
20,156
21,113
22,12
23,166
24,279
25,81
26,160
27,55
28,42
29,298
30,204
31,202
32,290
33,138
34,264
35,176
36,168
37,240
38,56
39,238
40,294
41,18
42,210
43,101
44,76
45,6
46,157
47,126
48,215
49,163
50,200
51,120
52,79
53,35
54,132
55,287
56,250
57,21
58,67
59,54
60,295
61,297
62,44
63,130
64,144
65,110
66,228
67,58
68,48
69,251
70,36
71,25
72,185
73,115
74,283
75,104
76,199
77,97
78,41
79,182
