,nets
0,251
1,99
2,54
3,248
4,97
5,155
6,154
7,234
8,291
9,242
10,46
11,190
12,287
13,226
14,20
15,263
16,80
17,37
18,250
19,69
20,261
21,206
22,134
23,218
24,153
25,27
26,232
27,172
28,245
29,132
30,104
31,121
32,89
33,199
34,174
35,269
36,191
37,123
38,224
39,77
40,293
41,137
42,258
43,233
44,163
45,33
46,194
47,85
48,193
49,268
50,84
51,208
52,189
53,114
54,116
55,24
56,297
57,17
58,19
59,164
60,283
61,7
62,285
63,223
64,267
65,176
66,257
67,95
68,141
69,139
70,265
71,145
72,200
73,28
74,187
75,126
76,203
77,68
78,39
79,162
80,247
81,221
82,235
