,nets
0,60
1,90
2,1
3,64
4,227
5,262
6,263
7,115
8,30
9,17
10,22
11,211
12,153
13,59
14,81
15,182
16,11
17,216
18,96
19,288
20,157
21,254
22,169
23,179
24,164
25,44
26,201
27,147
28,272
29,223
30,24
31,267
32,145
33,99
34,163
35,70
36,26
37,119
38,76
39,177
40,282
41,112
42,178
43,89
44,295
45,13
46,203
47,283
48,32
49,270
50,218
51,79
52,278
53,155
54,207
55,249
56,200
57,130
58,37
59,238
60,171
61,196
62,36
63,293
64,86
65,269
66,106
67,88
68,38
69,33
70,138
71,77
72,137
73,135
74,158
75,144
76,248
77,208
78,114
79,188
80,84
81,190
82,9
83,121
84,294
85,98
