,nets
0,167
1,291
2,105
3,174
4,294
5,177
6,31
7,254
8,127
9,28
10,229
11,120
12,13
13,221
14,5
15,152
16,269
17,213
18,107
19,82
20,201
21,34
22,112
23,166
24,147
25,15
26,300
27,181
28,134
29,103
30,128
31,173
32,29
33,109
34,35
35,175
36,79
37,261
38,2
39,70
40,190
41,157
42,195
43,6
44,117
45,293
46,136
47,16
48,61
49,20
50,129
51,21
52,224
53,180
54,22
55,110
56,257
57,267
58,176
59,137
60,179
61,86
62,197
63,71
64,25
65,46
66,150
67,80
68,279
69,233
70,252
71,244
72,12
73,135
74,299
75,95
76,153
77,38
78,217
79,94
80,142
81,264
