,Unnamed: 0,x,y,class,realclass
238,238,0.2816115079989609,0.2625894601038208,0,0
46,46,0.6681552358686719,0.43216195989740336,0,1
202,202,0.1556031548632698,0.847576597936945,0,0
122,122,0.3184887369199609,0.5511822065497508,0,0
158,158,0.7782015678254757,0.9926728257034352,0,0
118,118,0.8001111554969652,0.08302699694414073,1,1
116,116,0.9635873290356904,0.25318694282332,1,1
176,176,0.6332713570427713,0.5347361924176134,1,1
140,140,0.6811053320620737,0.3715549236243649,1,1
44,44,0.0155030510401023,0.5726939300774938,1,0
294,294,0.030823635253108606,0.6680527193194903,0,0
68,68,0.9129793664968484,0.8489043287952692,0,0
108,108,0.6103767287124373,0.7430945490697728,0,0
250,250,0.8191363703341931,0.4909568834770861,1,1
208,208,0.06373439286187332,0.4494210417052549,0,0
198,198,0.2398086935337411,0.9252180921527372,0,0
292,292,0.237070637681058,0.31864132142340873,0,0
290,290,0.1810897985364458,0.3176113753951965,0,0
152,152,0.7874182101095152,0.5025401511465452,1,1
24,24,0.4376553290522922,0.5668496901488428,1,0
76,76,0.8978597303169521,0.9054730467657858,0,0
214,214,0.5877592354272737,0.7347563946375859,0,0
42,42,0.26964017531849394,0.4819723226093278,1,0
206,206,0.1718836978822672,0.6492345863587997,0,0
84,84,0.7926854223570428,0.5354812109224188,1,1
78,78,0.172100646942701,0.8806622346887072,0,0
248,248,0.6605199825386454,0.9958465332162224,0,0
238,238,0.2816115079989609,0.2625894601038208,0,0
288,288,0.7558073247125338,0.6961698939639795,0,0
8,8,0.22647529063859465,0.5162717339583857,1,0
128,128,0.7289548844129679,0.5148265315100035,1,1
36,36,0.4082342548346405,0.06524824771572624,0,1
156,156,0.4392908274577096,0.2630753614553992,1,1
220,220,0.7736533783977599,0.11804261767900948,1,1
214,214,0.5877592354272737,0.7347563946375859,0,0
126,126,0.2266001240055151,0.6060698069401663,0,0
102,102,0.4713286408490993,0.7133965525191511,0,0
