,nets
0,110
1,88
2,148
3,250
4,54
5,157
6,296
7,153
8,101
9,259
10,252
11,63
12,38
13,53
14,232
15,186
16,290
17,19
18,132
19,221
20,237
21,90
22,118
23,160
24,24
25,161
26,98
27,2
28,94
29,83
30,299
31,193
32,4
33,191
34,129
35,14
36,84
37,235
38,243
39,159
40,200
41,64
42,292
43,211
44,71
45,35
46,13
47,149
48,66
49,60
50,152
51,197
52,210
53,257
54,271
55,11
56,195
57,140
58,39
59,249
60,147
61,194
62,126
63,203
64,37
65,56
66,27
67,178
68,127
69,72
70,158
71,133
72,298
73,287
74,171
75,274
76,262
77,18
78,236
79,59
80,230
81,247
82,228
83,17
84,241
85,272
86,29
