,nets
0,268
1,39
2,201
3,55
4,20
5,18
6,269
7,183
8,166
9,266
10,8
11,43
12,124
13,246
14,137
15,2
16,126
17,212
18,132
19,222
20,223
21,10
22,9
23,37
24,260
25,277
26,143
27,5
28,3
29,204
30,130
31,65
32,47
33,95
34,282
35,173
36,196
37,70
38,117
39,232
40,14
41,38
42,77
43,189
44,120
45,174
46,208
47,40
48,290
49,294
50,187
51,144
52,107
53,255
54,170
55,163
56,30
57,83
58,240
59,36
60,102
61,213
62,180
63,272
64,61
65,171
66,219
67,100
68,198
69,297
70,248
71,176
72,128
73,256
74,106
75,216
76,292
77,67
