,nets
0,289
1,211
2,100
3,126
4,66
5,137
6,50
7,198
8,200
9,300
10,67
11,246
12,197
13,180
14,290
15,235
16,42
17,268
18,194
19,231
20,229
21,110
22,18
23,244
24,204
25,252
26,108
27,90
28,22
29,175
30,178
31,80
32,192
33,209
34,74
35,143
36,196
37,105
38,243
39,48
40,195
41,31
42,88
43,174
44,163
45,82
46,171
47,122
48,260
49,73
50,94
51,181
52,257
53,56
54,70
55,147
56,86
57,220
58,206
59,13
60,75
61,274
62,157
63,161
64,68
65,299
66,155
67,247
68,172
69,250
70,28
71,144
72,60
73,296
74,263
75,298
76,97
77,17
78,156
79,273
80,223
81,258
82,104
83,225
84,254
85,262
86,11
87,152
88,189
89,133
90,53
91,76
92,119
93,210
94,4
95,57
96,142
