,nets
0,217
1,233
2,67
3,150
4,143
5,46
6,138
7,9
8,92
9,126
10,51
11,234
12,37
13,112
14,258
15,32
16,61
17,179
18,266
19,108
20,137
21,1
22,165
23,205
24,164
25,110
26,24
27,237
28,291
29,80
30,124
31,279
32,194
33,229
34,36
35,272
36,18
37,300
38,109
39,91
40,158
41,120
42,184
43,76
44,136
45,198
46,204
47,263
48,252
49,245
50,275
51,53
52,168
53,248
54,154
55,58
56,254
57,293
58,30
59,56
60,166
61,289
62,155
63,283
64,26
65,135
66,181
67,172
68,162
69,75
70,221
71,147
72,176
73,214
74,47
75,201
76,19
77,89
78,140
79,123
80,241
