,nets
0,54
1,72
2,31
3,9
4,259
5,256
6,242
7,74
8,293
9,219
10,51
11,126
12,100
13,120
14,295
15,145
16,82
17,11
18,257
19,139
20,221
21,93
22,151
23,55
24,163
25,111
26,277
27,80
28,48
29,216
30,35
31,131
32,164
33,112
34,49
35,274
36,181
37,299
38,128
39,12
40,175
41,153
42,174
43,58
44,104
45,168
46,43
47,119
48,101
49,39
50,25
51,143
52,123
53,67
54,189
55,253
56,283
57,117
58,185
59,52
60,162
61,75
62,211
63,261
64,122
65,228
66,289
67,41
68,207
69,199
70,121
71,238
72,197
73,116
74,34
75,245
76,20
77,71
78,129
79,89
80,78
81,26
82,110
83,77
84,65
85,155
86,157
87,226
88,36
89,237
90,214
