,nets
0,63
1,165
2,150
3,215
4,209
5,102
6,7
7,12
8,68
9,19
10,195
11,298
12,185
13,45
14,4
15,234
16,176
17,241
18,16
19,216
20,31
21,229
22,251
23,148
24,223
25,79
26,230
27,278
28,259
29,124
30,72
31,250
32,293
33,50
34,54
35,92
36,163
37,18
38,182
39,254
40,75
41,161
42,188
43,87
44,169
45,14
46,286
47,51
48,73
49,238
50,277
51,67
52,121
53,122
54,118
55,143
56,155
57,235
58,85
59,95
60,25
61,178
62,38
63,280
64,57
65,119
66,48
67,273
68,112
69,8
70,274
71,245
72,267
73,198
74,117
75,292
76,248
77,110
78,15
79,91
80,137
81,88
82,191
83,243
