,nets
0,231
1,170
2,277
3,217
4,212
5,114
6,263
7,164
8,81
9,36
10,23
11,160
12,180
13,62
14,257
15,267
16,244
17,183
18,182
19,69
20,93
21,221
22,34
23,142
24,79
25,24
26,158
27,269
28,131
29,60
30,83
31,289
32,13
33,236
34,274
35,132
36,235
37,201
38,218
39,2
40,226
41,202
42,122
43,194
44,21
45,10
46,299
47,6
48,136
49,64
50,176
51,82
52,119
53,45
54,227
55,7
56,107
57,282
58,91
59,123
60,47
61,285
62,216
63,49
64,55
65,271
66,94
67,213
68,129
69,200
70,71
71,248
72,143
73,140
74,222
75,46
76,50
77,103
78,154
79,121
80,275
81,95
82,169
83,125
84,234
85,228
86,187
87,150
88,272
89,76
