,nets
0,60
1,271
2,104
3,103
4,205
5,144
6,207
7,200
8,244
9,159
10,84
11,179
12,93
13,166
14,16
15,124
16,297
17,172
18,180
19,78
20,127
21,76
22,236
23,131
24,132
25,280
26,284
27,197
28,245
29,199
30,41
31,232
32,292
33,27
34,218
35,189
36,269
37,268
38,255
39,113
40,64
41,121
42,164
43,4
44,63
45,154
46,141
47,174
48,247
49,107
50,150
51,283
52,151
53,143
54,293
55,46
56,110
57,44
58,75
59,250
60,287
61,187
62,249
63,81
64,147
65,285
66,45
67,169
68,160
69,274
70,71
71,73
72,17
73,173
74,212
75,294
76,12
77,225
78,259
79,178
80,18
81,116
82,192
83,267
84,98
85,92
86,167
87,217
88,74
89,226
90,138
91,289
92,142
