,nets
0,44
1,131
2,167
3,297
4,162
5,125
6,26
7,252
8,209
9,228
10,68
11,1
12,264
13,285
14,83
15,172
16,79
17,142
18,280
19,269
20,215
21,71
22,194
23,30
24,74
25,236
26,295
27,41
28,286
29,119
30,91
31,262
32,150
33,57
34,260
35,15
36,48
37,105
38,77
39,100
40,37
41,5
42,199
43,132
44,258
45,116
46,108
47,51
48,159
49,191
50,271
51,224
52,42
53,136
54,90
55,237
56,255
57,103
58,299
59,65
60,58
61,138
62,212
63,102
64,157
65,35
66,24
67,98
68,198
69,147
70,151
71,27
72,92
73,145
74,221
75,149
76,268
77,197
78,300
79,117
80,247
81,36
