,nets
0,60
1,19
2,57
3,173
4,108
5,152
6,110
7,51
8,200
9,122
10,14
11,283
12,33
13,190
14,176
15,25
16,178
17,16
18,157
19,41
20,153
21,120
22,164
23,29
24,238
25,293
26,240
27,247
28,189
29,46
30,281
31,235
32,166
33,24
34,286
35,67
36,15
37,232
38,270
39,288
40,119
41,265
42,39
43,211
44,136
45,158
46,204
47,229
48,298
49,114
50,269
51,233
52,279
53,32
54,23
55,268
56,300
57,213
58,76
59,175
60,116
61,8
62,48
63,100
64,155
65,161
66,231
67,214
68,109
69,250
70,239
71,134
72,272
73,160
74,139
75,30
76,118
77,12
78,252
79,54
80,127
81,181
82,199
83,226
84,212
85,82
86,174
87,42
88,49
89,151
90,40
91,99
