,nets
0,223
1,119
2,259
3,238
4,21
5,73
6,77
7,85
8,171
9,286
10,172
11,222
12,257
13,24
14,287
15,128
16,81
17,165
18,114
19,142
20,4
21,300
22,231
23,244
24,185
25,121
26,263
27,154
28,267
29,10
30,105
31,97
32,16
33,256
34,241
35,220
36,66
37,42
38,75
39,230
40,36
41,190
42,283
43,189
44,157
45,293
46,133
47,176
48,83
49,68
50,87
51,69
52,253
53,251
54,109
55,80
56,170
57,37
58,90
59,54
60,2
61,141
62,25
63,255
64,26
65,266
66,193
67,50
68,72
69,139
70,106
71,89
72,144
73,92
74,175
75,212
76,236
77,284
78,228
79,234
80,102
81,201
82,101
83,60
84,279
85,78
86,44
87,270
