,nets
0,105
1,21
2,153
3,198
4,230
5,1
6,168
7,152
8,260
9,197
10,24
11,121
12,33
13,261
14,270
15,85
16,144
17,274
18,143
19,134
20,141
21,236
22,245
23,215
24,61
25,116
26,123
27,75
28,150
29,234
30,177
31,44
32,233
33,180
34,275
35,54
36,214
37,9
38,87
39,73
40,248
41,46
42,101
43,175
44,204
45,213
46,126
47,56
48,5
49,115
50,243
51,154
52,271
53,38
54,231
55,110
56,216
57,79
58,84
59,188
60,100
61,253
62,97
63,199
64,72
65,106
66,27
67,114
68,25
69,227
70,265
71,74
72,294
73,194
74,203
75,99
76,224
77,89
78,17
79,246
80,2
81,95
82,36
83,14
84,278
85,287
86,37
87,295
88,146
89,51
90,104
91,281
92,181
93,94
94,159
