,nets
0,72
1,204
2,249
3,82
4,272
5,22
6,163
7,233
8,197
9,137
10,226
11,147
12,98
13,189
14,175
15,96
16,154
17,194
18,92
19,268
20,80
21,65
22,35
23,271
24,51
25,1
26,33
27,247
28,161
29,170
30,219
31,27
32,3
33,81
34,280
35,243
36,237
37,49
38,151
39,234
40,190
41,136
42,288
43,201
44,225
45,29
46,152
47,45
48,120
49,228
50,283
51,76
52,64
53,156
54,157
55,262
56,53
57,263
58,21
59,116
60,36
61,125
62,155
63,78
64,273
65,218
66,32
67,244
68,25
69,172
70,164
71,207
72,242
73,13
74,269
75,85
76,46
