,nets
0,226
1,272
2,25
3,154
4,287
5,55
6,33
7,194
8,245
9,43
10,116
11,118
12,203
13,207
14,180
15,74
16,68
17,214
18,223
19,16
20,79
21,137
22,266
23,18
24,231
25,181
26,294
27,228
28,277
29,110
30,107
31,236
32,278
33,81
34,156
35,242
36,65
37,297
38,249
39,185
40,143
41,66
42,112
43,183
44,199
45,51
46,69
47,38
48,10
49,23
50,261
51,30
52,99
53,189
54,220
55,98
56,295
57,146
58,246
59,221
60,40
61,196
62,276
63,97
64,254
65,77
66,191
67,45
68,117
69,225
70,134
71,269
72,290
73,111
74,210
75,163
76,64
77,251
78,257
79,133
80,32
81,83
82,148
83,145
84,124
85,206
86,250
87,84
88,85
89,5
90,227
91,11
92,259
93,63
94,289
95,14
96,72
97,188
98,47
